aabc_id,sc_sm_id,bill_generate_date,auto_bill_type,auto_bill_period,bill_cycle,auto_due_date,auto_grace_period,send_email,send_sms,next_billing_date,next_bill_period,flag,is_active,auto_approve,is_reminder_email,created_by,created_on,updated_by,updated_on,deleted_by,deleted_on,is_deleted,send_whatsapp,sc_sm_name
4558,21232,2025-07-02,MAINTENANCE_CHARGES,7,1,8,0,1,0,2026-02-02,2,0,1,1,0,381665,"2025-06-13 11:53:49",381665,"2026-01-02 00:01:18",NULL,NULL,0,1,"41 Evoke A-wing ERP"
4565,20691,2025-07-02,MAINTENANCE_CHARGES,7,1,14,0,1,0,2026-02-02,2,0,1,1,0,338188,"2025-06-14 07:51:03",NULL,"2026-01-02 00:01:26",NULL,NULL,0,1,"Tulsi Ratna Society"
4579,3407,2025-07-02,MAINTENANCE,7,1,14,0,1,0,2026-02-02,2,0,1,1,0,303280,"2025-06-15 13:14:10",NULL,"2026-01-02 00:01:31",NULL,NULL,0,1,"SAI'S LEELA"
4583,20679,2025-07-02,MAINTENANCE_CHARGES,7,1,14,0,1,0,2026-02-02,2,0,1,1,0,338187,"2025-06-17 09:57:00",338187,"2026-01-02 00:01:35",NULL,NULL,0,1,"Majestique Nest D-Wing"
4587,15181,2025-07-02,MAINTENANCE_CHARGES,7,1,14,10,1,0,2026-02-02,2,0,1,1,0,303557,"2025-06-17 13:35:30",NULL,"2026-01-02 00:01:38",NULL,NULL,0,1,"Skyland Cooperative Housing Society"
4595,20155,2025-07-02,MAINTENANCE_CHARGES,7,1,14,0,1,0,2026-02-02,2,0,1,1,0,313167,"2025-06-19 06:59:46",NULL,"2026-01-02 00:01:40",NULL,NULL,0,1,"Kamal Kanha"
4624,10850,2025-07-02,MAINTENANCE,7,1,13,0,1,0,2026-02-02,2,0,1,1,0,153078,"2025-06-20 14:42:52",NULL,"2026-01-02 00:01:46",NULL,NULL,0,1,"ABHIMAAN KOHINOOR - H Wing"
4625,2625,2025-07-02,MAINTENANCE_CHARGES_FLATS,7,1,13,0,1,0,2026-02-02,2,0,1,1,0,77619,"2025-06-20 14:44:01",NULL,"2026-01-02 00:01:50",NULL,NULL,0,1,"Everest Plaza"
4627,9681,2025-07-02,MAINTENANCE_CHARGES,7,1,14,0,1,0,2026-02-02,2,0,1,1,0,269813,"2025-06-20 14:50:56",NULL,"2026-01-02 00:01:57",NULL,NULL,0,1,"Kesar Treetown D Wing"
4648,19348,2025-07-02,MAINTENANCE_CHARGES,7,1,29,0,1,0,2026-02-02,2,0,1,1,0,267666,"2025-06-20 16:57:47",NULL,"2026-01-02 00:02:10",NULL,NULL,0,1,"Manas Valley"
4650,19875,2025-07-02,MAINTENANCE_CHARGES,7,1,19,0,1,0,2026-02-02,2,0,1,1,0,350541,"2025-06-21 04:41:09",NULL,"2026-01-02 00:02:11",NULL,NULL,0,1,"JP Harmony A-2 Co Operative Housing Society LTD"
4654,20905,2025-07-02,MAINTENANCE_CHARGES,7,1,13,0,1,0,2026-02-02,2,0,1,1,0,350516,"2025-06-21 06:47:55",NULL,"2026-01-02 00:02:13",NULL,NULL,0,1,"Fiesta Co-Op Hsg Soc Ltd - ERP"
4662,698,2025-07-02,MAINTENANCE,7,1,8,0,1,0,2026-02-02,2,0,1,1,0,374048,"2025-06-21 09:38:03",NULL,"2026-01-02 00:02:17",NULL,NULL,0,1,"Nagarjuna CGHS"
4663,698,2025-07-02,NAGARJUNA_SINKING_FUND,7,1,8,0,1,0,2026-02-02,2,0,1,1,0,374048,"2025-06-21 09:38:45",NULL,"2026-01-02 00:02:20",NULL,NULL,0,1,"Nagarjuna CGHS"
4712,18273,2025-07-02,MAINTENANCE_CHARGES,7,1,19,0,1,0,2026-02-02,2,0,1,1,0,351030,"2025-06-26 14:20:55",NULL,"2026-01-02 00:03:05",NULL,NULL,0,1,"Axis Vertiga"
4830,8919,2025-07-02,MAINTENANCE_CHARGES,7,1,3,5,1,0,2026-02-02,2,0,1,1,0,282874,"2025-06-30 15:58:53",NULL,"2026-01-02 00:03:08",NULL,NULL,0,1,"Vishwa Vihar CHS Building 1"
4855,7818,2025-07-02,MONTHLY_MAINTENANCE_CHARGE,7,1,8,0,1,0,2026-02-02,2,0,1,1,0,283048,"2025-07-01 13:55:39",NULL,"2026-01-02 00:03:11",NULL,NULL,0,1,"Narayan Baug Housing Society"
4857,16988,2025-07-02,MAINTENANCE_CHARGES,7,1,13,0,1,0,2026-02-02,2,0,1,1,0,280050,"2025-07-01 14:06:47",NULL,"2026-01-02 00:03:14",NULL,NULL,0,1,"Life 360 A Wing - ERP"
4865,9091,2025-07-02,MONTHLY_MAINTENANCE_CHARGES,7,1,29,0,1,0,2026-02-02,2,0,1,1,0,295455,"2025-07-02 07:57:38",295455,"2026-01-02 00:03:40",NULL,NULL,0,1,"BDA Indraprastha"
4923,5369,2025-08-02,MAINTENANCE,8,1,6,0,1,0,2026-02-02,2,0,1,1,0,377022,"2025-07-13 11:22:51",NULL,"2026-01-02 00:03:48",NULL,NULL,0,1,"PAVANI PALMS"
4935,3865,2025-08-02,MAINTENANCE,8,1,8,0,1,0,2026-02-02,2,0,1,1,0,332517,"2025-07-15 12:36:13",NULL,"2026-01-02 00:03:53",NULL,NULL,0,1,"ARISTO KIRITICONS"
4946,11755,2025-08-02,MAINTENANCE_CHARGES,8,1,13,0,1,0,2026-02-02,2,0,1,1,0,282889,"2025-07-16 05:07:51",NULL,"2026-01-02 00:03:58",NULL,NULL,0,1,"Wehome Lakeside Co-Op Housing Society Limited"
4972,3978,2025-08-02,MAINTENANCE_BILL,8,1,15,0,1,0,2026-02-02,2,0,1,1,0,340920,"2025-07-18 04:54:54",NULL,"2026-01-02 00:04:21",NULL,NULL,0,1,"DHARA RESIDENCY "
4975,20245,2025-08-02,MAINTENANCE_CHARGES,8,1,14,0,1,0,2026-02-02,2,0,1,1,0,340658,"2025-07-18 05:02:06",NULL,"2026-01-02 00:04:23",NULL,NULL,0,1,"Hari Mandir"
4979,15605,2025-08-02,MAINTENANCE,8,1,9,0,1,0,2026-02-02,2,0,1,1,0,382421,"2025-07-18 06:54:05",NULL,"2026-01-02 00:04:27",NULL,NULL,0,1,"Rushabh Heights"
4980,12013,2025-08-02,MAINTENANCE_CHARGES,8,1,28,0,1,0,2026-02-02,2,0,1,1,0,237815,"2025-07-18 07:12:00",NULL,"2026-01-02 00:04:32",NULL,NULL,0,1,"Silver Stone Wing H"
5036,5840,2025-08-02,MAINTENANCE_CHARGES,8,1,8,0,1,0,2026-02-02,2,0,1,1,0,324302,"2025-07-24 10:31:09",NULL,"2026-01-02 00:04:37",NULL,NULL,0,1,"Ramkrishna Paradise"
5147,21951,2025-09-02,MAINTENANCE_CHARGES,9,1,9,0,1,0,2026-02-02,2,0,1,1,0,403786,"2025-08-04 08:31:35",403786,"2026-01-02 00:04:47",NULL,NULL,0,1,"Kiran SHUBHAMKAROTI"
5150,19974,2025-09-02,MAINTENANCE_CHARGES,8,1,13,0,1,0,2026-02-02,1,0,1,1,0,303005,"2025-08-04 13:57:12",303005,"2026-01-02 00:04:50",NULL,NULL,0,1,"Swagat Housing Society"
5164,20351,2025-09-02,MAINTENANCE_CHARGES,8,1,15,0,1,0,2026-02-02,1,0,1,1,0,333569,"2025-08-13 06:22:36",NULL,"2026-01-02 00:04:53",NULL,NULL,0,1,"Patel Prestige"
5167,21508,2025-09-02,MAINTENANCE_CHARGES,9,1,13,0,1,0,2026-02-02,2,0,1,1,0,390202,"2025-08-14 12:12:27",390202,"2026-01-02 00:04:55",NULL,NULL,0,1,"Shakuntal Dwarka"
5171,21095,2025-09-02,MAINTENANCE_CHARGES,9,1,8,0,1,0,2026-02-02,2,0,1,1,0,370645,"2025-08-14 13:01:09",370645,"2026-01-02 00:04:57",NULL,NULL,0,1,"MOUNTSCAPE CO OP HOUSING SOCIETY LTD C"
5184,21642,2025-09-02,MAINTENANCE_CHARGES,9,1,28,0,1,0,2026-02-02,2,0,1,1,0,404474,"2025-08-16 13:22:01",NULL,"2026-01-02 00:05:09",NULL,NULL,0,1,"The Woods Apartments Naubasta"
5194,21644,2025-09-02,MAINTENANCE_CHARGES,9,1,13,0,1,0,2026-02-02,2,0,1,1,0,403253,"2025-08-17 10:35:19",NULL,"2026-01-02 00:05:19",NULL,NULL,0,1,"White Pelican"
5210,17431,2025-09-02,MAINTENANCE_CHARGES,9,1,18,0,1,0,2026-02-02,2,0,1,1,0,210232,"2025-08-19 11:31:03",NULL,"2026-01-02 00:05:23",NULL,NULL,0,1,"Nisarg Vatika Phase 2, Moshi"
5212,21208,2025-09-02,MAINTENANCE_CHARGES,9,1,29,0,1,0,2026-02-02,2,0,1,1,0,356739,"2025-08-19 11:45:44",NULL,"2026-01-02 00:05:25",NULL,NULL,0,1,"PARAKH CAPITAL"
5213,669,2025-09-02,MAINTENANCE_OTHER_CHARGES,9,1,14,0,1,0,2026-02-02,2,0,1,1,0,382083,"2025-08-19 11:59:48",NULL,"2026-01-02 00:05:29",NULL,NULL,0,1,"Fifth Avenue"
5231,3927,2025-09-02,INVOICE,9,1,18,5,1,0,2026-02-02,2,0,1,0,0,282659,"2025-08-22 06:55:28",404260,"2026-01-02 11:37:12",NULL,NULL,0,1,"KAILASH MANSAROVAR CHS LTD"
5238,21515,2025-09-02,MAINTENANCE_CHARGES,9,1,8,0,1,0,2026-02-02,2,0,1,1,0,381657,"2025-08-22 10:54:36",353391,"2026-01-02 00:05:40",NULL,NULL,0,1,"Rajyog Residency"
5241,20451,2025-09-02,MAINTENANCE_CHARGES,8,1,15,0,0,0,2026-02-02,1,0,1,0,0,401402,"2025-08-22 13:00:37",NULL,"2026-01-02 00:05:42",NULL,NULL,0,0,"RUDRA APARTMENT"
5281,7951,2025-09-02,MAINTENANCE_CHARGES,9,1,29,0,1,0,2026-02-02,2,0,1,1,0,330959,"2025-08-27 11:48:57",330959,"2026-01-02 00:06:12",NULL,NULL,0,1,"Atria A1 Wing"
5296,5510,2025-09-02,MAINTENANCE,8,1,13,0,1,0,2026-02-02,1,0,1,1,0,382419,"2025-08-29 06:01:57",NULL,"2026-01-02 00:06:28",NULL,NULL,0,1,"Rudram Sky"
5300,12697,2025-09-02,MAINTENANCE,9,1,13,1,1,0,2026-02-02,2,0,1,1,0,409170,"2025-08-29 07:05:10",NULL,"2026-01-02 00:06:33",NULL,NULL,0,1,"Shree Ganesh Laxmi Vihar, Lohegaon"
5306,8112,2025-09-02,MAINTENANCE_CHARGES,9,1,13,0,1,0,2026-02-02,2,0,1,1,0,412571,"2025-08-29 07:48:36",NULL,"2026-01-02 00:06:37",NULL,NULL,0,1,"Bhagya Nagari Apartment"
5328,3544,2025-09-02,MAINTENANCE_BILL,8,1,9,0,1,0,2026-02-02,1,0,1,1,0,235628,"2025-08-29 11:12:51",NULL,"2026-01-02 00:06:59",NULL,NULL,0,1,"Matrusrinagar Residents Welfare Association"
5352,17271,2025-09-02,MAINTENANCE_CHARGES,9,1,13,0,1,0,2026-02-02,2,0,1,1,0,360904,"2025-08-30 05:56:37",360904,"2026-01-02 00:07:04",NULL,NULL,0,1,"gagan tisha"
5360,1930,2025-09-02,MAINTENANCE_CHARGES_1_BHK,9,1,13,0,1,0,2026-02-02,2,0,1,1,0,412859,"2025-08-30 09:53:59",NULL,"2026-01-02 00:07:08",NULL,NULL,0,1,"Indrayani IRA"
5361,1930,2025-09-02,MAINTENANCE_CHARGES_2_BHK,9,1,13,0,1,0,2026-02-02,2,0,1,1,0,412859,"2025-08-30 09:54:30",NULL,"2026-01-02 00:07:10",NULL,NULL,0,1,"Indrayani IRA"
5427,13903,2025-09-02,MAINTENANCE_CHARGES,9,1,23,0,1,0,2026-02-02,2,0,1,1,0,409802,"2025-08-31 14:15:19",NULL,"2026-01-02 00:07:14",NULL,NULL,0,1,Westbrook
5430,18387,2025-09-02,MAINTENANCE_CHARGE,9,1,13,0,1,0,2026-02-02,2,0,1,1,0,243764,"2025-08-31 14:27:44",NULL,"2026-01-02 00:07:19",NULL,NULL,0,1,"Atulya Nirman Chs"
5434,18551,2025-09-02,MONTHLY_MAINTENANCE_CHARGES,9,1,29,0,1,0,2026-02-02,2,0,1,1,0,243743,"2025-08-31 14:44:00",NULL,"2026-01-02 00:07:25",NULL,NULL,0,1,"Shriram Paradise"
5485,1562,2025-10-02,MAINTENANCE_CHARGES,10,1,14,0,1,0,2026-02-02,2,0,1,1,0,329121,"2025-09-07 05:30:27",329121,"2026-01-02 00:07:29",NULL,NULL,0,1,"Mahaveer Desire"
5499,17702,2025-10-02,MAINTENANCE_CHARGE,10,1,8,8,0,0,2026-02-02,2,0,1,0,0,391120,"2025-09-13 07:07:56",391120,"2026-01-02 00:07:34",NULL,NULL,0,1,"C1A Block Janakpuri B wing"
5504,5437,2025-10-02,MONTHLY_MAINTENANCE_CHARGES,10,1,7,0,1,0,2026-02-02,2,0,1,1,0,332596,"2025-09-13 12:52:17",NULL,"2026-01-02 00:07:38",NULL,NULL,0,1,"Color Berry"
5602,1125,2025-10-02,MAINTENANCE_CHARGES_B1_B2_J_AND_K_BUILDING_,10,1,28,0,1,0,2026-02-02,2,0,1,1,0,210746,"2025-09-20 13:14:47",NULL,"2026-01-02 00:07:50",NULL,NULL,0,1,"PANKAJ ASAMAN"
5611,21190,2025-10-02,MAINTENANCE_CHARGES,10,1,10,0,1,0,2026-02-02,2,0,1,1,0,391994,"2025-09-21 09:23:58",NULL,"2026-01-02 00:07:54",NULL,NULL,0,1,"RGHCL B Block Residents Welfare Association-Gulimangala"
5725,14618,2025-10-02,MAINTENANCE_CHARGES,10,1,13,0,1,0,2026-02-02,2,0,1,1,0,182572,"2025-09-30 11:18:59",NULL,"2026-01-02 00:08:05",NULL,NULL,0,1,"Aishwaryam Hamara A11"
5783,6902,2025-11-02,MAINTENANCE,11,1,13,0,1,0,2026-02-02,2,0,1,1,0,298462,"2025-10-02 14:56:15",NULL,"2026-01-02 00:08:14",NULL,NULL,0,1,"RPS Heritage CHS"
5794,14880,2025-11-02,MAINTENANCE_CHARGES,11,1,8,0,1,0,2026-02-02,2,0,1,1,0,60138,"2025-10-04 05:24:12",NULL,"2026-01-02 00:08:17",NULL,NULL,0,1,"Shree Ram Krishna Housing Society"
5829,14898,2025-12-02,MAINTENANCE_CHARGES,12,1,9,0,1,0,2026-02-02,2,0,1,1,0,360395,"2025-10-15 06:23:11",NULL,"2026-01-02 00:08:20",NULL,NULL,0,1,"Casa The Status"
5840,22979,2025-11-02,MAINTENANCE_CHARGES,11,1,29,0,1,0,2026-02-02,2,0,1,1,0,427616,"2025-10-19 11:28:54",427616,"2026-01-02 00:08:23",NULL,NULL,0,1,"Balaji Palms"
5887,13366,2025-11-02,MAINTENANCE_FEE,11,1,16,0,1,0,2026-02-02,2,0,1,1,0,333000,"2025-10-28 08:01:34",NULL,"2026-01-02 00:08:38",NULL,NULL,0,1,"KG Centre Point Owners Association"
5904,21021,2025-11-02,MAINTENANCE_CHARGES,11,1,23,0,1,0,2026-02-02,2,0,1,1,0,382437,"2025-10-29 08:43:00",NULL,"2026-01-02 00:08:40",NULL,NULL,0,1,"Hill View Society Ambegaon Bk"
5907,9156,2025-11-02,MAINTENANCE_CHARGES,11,1,19,0,1,0,2026-02-02,2,0,1,1,0,309361,"2025-10-29 11:18:21",NULL,"2026-01-02 00:08:44",NULL,NULL,0,1,"N G Tivoli CHS Ltd"
5997,2080,2025-11-02,MAINTENANCE_CHARGES,11,1,28,0,1,0,2026-02-02,2,0,1,1,0,401837,"2025-11-01 18:24:06",71334,"2026-01-29 20:25:05",NULL,NULL,0,1,"Aditya Royal"
6022,19826,2025-12-02,MAINTENANCE_CHARGES,12,1,13,0,1,0,2026-02-02,2,0,1,1,0,324597,"2025-11-04 10:29:50",NULL,"2026-01-02 00:09:18",NULL,NULL,0,1,"Kohinoor Jeeva"
6033,21017,2025-12-02,MAINTENANCE_CHARGES,12,1,8,0,1,0,2026-02-02,2,0,1,1,0,403063,"2025-11-07 12:29:55",403063,"2026-01-02 13:18:26",NULL,NULL,0,1,"The Crest A1 Building"
6058,23083,2025-12-02,MAINTENANCE_CHARGES,12,1,10,0,1,0,2026-02-02,2,0,1,1,0,432663,"2025-11-14 07:37:37",432663,"2026-01-16 12:19:12",NULL,NULL,0,1,"Wing C D Shraddha heritage society"
6090,18353,2025-12-02,MAINTENANCE_CHARGE,11,1,11,0,1,0,2026-02-02,1,0,1,1,0,432752,"2025-11-22 11:05:55",NULL,"2026-01-02 00:09:38",NULL,NULL,0,1,"Venkatadri Palm Groves Apartment"
6104,17316,2025-12-02,MONTHLY_MAINTENANCE_CHARGES,12,1,8,0,1,0,2026-02-02,2,0,1,1,0,282103,"2025-11-26 06:59:49",NULL,"2026-01-02 00:09:43",NULL,NULL,0,1," Casa 7 Chs"
6106,6903,2025-12-02,MAINTENANCE,12,1,8,0,1,0,2026-02-02,2,0,1,1,0,323029,"2025-11-26 07:20:56",NULL,"2026-01-02 00:09:47",NULL,NULL,0,1,"Vardhaman Elegance Co-op. Housing Society"
6156,15009,2025-12-02,MAINTENANCE_BILL,12,1,29,0,1,0,2026-02-02,2,0,1,1,0,340301,"2025-11-30 16:20:21",NULL,"2026-01-02 00:09:48",NULL,NULL,0,1,"Radhe Govindnagar A&L CHSL"
6186,19800,2025-12-02,MAINTENANCE_CHARGES,12,1,14,0,1,0,2026-02-02,2,0,1,1,0,350632,"2025-12-01 16:48:58",NULL,"2026-01-02 00:09:53",NULL,NULL,0,1,"Pandu Hari Enclave Phase 1"
6188,22302,2025-12-02,MAINTENANCE_CHARGES,12,1,10,0,0,0,2026-02-02,2,0,1,0,0,396686,"2025-12-02 04:47:59",NULL,"2026-01-02 00:09:55",NULL,NULL,0,0,Livogue
6189,13318,2026-01-02,MAINTENANCE_CHARGES,1,1,14,0,1,0,2026-02-02,2,0,1,1,0,409845,"2025-12-02 04:48:17",NULL,"2026-01-02 00:09:57",NULL,NULL,0,1,"Jubilation CHS"
6190,20183,2026-01-02,MAINTENANCE_CHARGES,12,1,8,5,1,0,2026-02-02,1,0,1,1,0,414200,"2025-12-02 05:37:43",NULL,"2026-01-02 00:10:00",NULL,NULL,0,1,"GKRS BLISS - II"
6195,13437,2026-01-02,MAINTENANCE_CHARGES,1,1,18,0,1,0,2026-02-02,2,0,1,1,0,413154,"2025-12-02 07:06:25",NULL,"2026-01-02 00:10:02",NULL,NULL,0,1,"Orange Habitat"
6201,19472,2026-01-02,MAINTENANCE_CHARGES,1,1,8,0,1,0,2026-02-02,2,0,1,1,0,268325,"2025-12-03 04:39:40",NULL,"2026-01-02 00:10:04",NULL,NULL,0,1,"White Stone Society"
6202,8855,2026-01-02,MAINTENANCE_CHARGES,1,1,14,0,1,0,2026-02-02,2,0,1,1,0,210249,"2025-12-03 05:23:06",NULL,"2026-01-02 00:10:08",NULL,NULL,0,1,"Mantra Park View"
6235,3407,2026-01-02,OTHER_MAINTENANCE_CHARGE,1,1,14,0,1,0,2026-02-02,2,0,1,1,0,303280,"2025-12-12 10:25:12",NULL,"2026-01-02 00:10:10",NULL,NULL,0,1,"SAI'S LEELA"
6306,20414,2026-01-02,MAINTENANCE_CHARGES,1,1,29,0,1,0,2026-02-02,2,0,1,1,0,347716,"2025-12-26 18:04:42",347716,"2026-01-02 00:10:18",NULL,NULL,0,0,"Polite Hermitage"
6354,6252,2026-01-02,MAINTENANCE,1,1,19,0,1,0,2026-02-02,2,0,1,1,0,182533,"2025-12-31 06:24:29",NULL,"2026-01-02 00:10:42",NULL,NULL,0,0,"Nakshatra Owners Association"
6430,22817,2026-02-02,MAINTENANCE_CHARGES,2,1,5,0,1,0,2026-02-02,2,0,1,1,0,448642,"2026-01-02 06:03:44",NULL,NULL,NULL,NULL,0,1,"MIGHTY MEADOWS"
6492,15064,2026-02-02,MAINTENANCE_CHARGES,2,1,13,0,1,0,2026-02-02,2,0,1,1,0,393986,"2026-01-10 07:59:34",NULL,NULL,NULL,NULL,0,1,"Dynamic Grandeur Essentia"
6521,20339,2026-02-02,MAINTENANCE_CHARGES,2,1,23,0,1,0,2026-02-02,2,0,1,1,0,452209,"2026-01-16 11:04:07",NULL,NULL,NULL,NULL,0,1,"Rajyog Society"
6537,17098,2026-02-02,MAINTENANCE_CHARGES,2,1,14,0,1,0,2026-02-02,2,0,1,1,0,193584,"2026-01-17 11:04:20",NULL,NULL,NULL,NULL,0,0,"Shriya Serenity"
6544,10809,2026-02-02,MAINTENANCE_CHARGES,2,1,13,0,0,0,2026-02-02,2,0,1,0,0,256811,"2026-01-18 08:24:08",NULL,NULL,NULL,NULL,0,0,"Confident Platinum Phase 1"
6557,4311,2026-02-02,SOCIETY_MAINTENANCE_CHARGES,2,1,13,0,0,0,2026-02-02,2,0,1,1,0,402695,"2026-01-18 13:21:03",NULL,NULL,NULL,NULL,0,0,"Techop Garden I Wing"
6591,19216,2026-02-02,MAINTENANCE_CHARGES,2,1,13,0,0,0,2026-02-02,2,0,1,0,0,413669,"2026-01-20 12:39:59",NULL,NULL,NULL,NULL,0,0,"Sunflower CHS"
6600,8600,2026-02-02,MAINTENANCE_CHARGES,2,1,8,0,1,0,2026-02-02,2,0,1,1,0,440198,"2026-01-21 11:34:22",NULL,NULL,NULL,NULL,0,1,"Silver Woods CHS"
6602,16523,2026-02-02,MAINTENANCE_CHARGES,2,1,11,11,0,0,2026-02-02,2,0,1,0,0,431125,"2026-01-21 11:45:09",431125,"2026-02-01 16:28:18",NULL,NULL,0,0,"Lodha Upperthane Casa Ecopolis CHSL"
6609,9111,2026-02-02,MAINTENANCE,2,1,29,0,0,0,2026-02-02,2,0,1,0,0,401729,"2026-01-21 12:33:47",NULL,NULL,NULL,NULL,0,0,"Hill Spring"
6611,12777,2026-02-02,MAINTENANCE_CHARGES,2,1,19,0,0,0,2026-02-02,2,0,1,0,0,403030,"2026-01-21 12:37:30",NULL,NULL,NULL,NULL,0,0,"Century Heights B Co-Operative Housing Society"
6617,23071,2026-02-02,MAINTENANCE_CHARGES,2,1,15,0,1,0,2026-02-02,2,0,1,1,0,451738,"2026-01-22 05:13:25",NULL,NULL,NULL,NULL,0,1,"JAYHIND HILLSIDE SAHAKARI GRUHARACHNA SANSTHA MARYADIT"
6640,19698,2026-02-02,MAINTENANCE_CHARGES,2,1,19,0,1,0,2026-02-02,2,0,1,1,0,332891,"2026-01-24 05:27:53",NULL,NULL,NULL,NULL,0,1,"Mangalam Breeze"
6683,21197,2026-02-02,MAINTENANCE_CHARGES,1,1,18,0,1,0,2026-02-02,1,0,1,1,0,403024,"2026-01-29 11:35:13",NULL,NULL,NULL,NULL,0,1,"A-12 Koraigad"
6690,19678,2026-02-02,MAINTENANCE_CHARGES,2,1,9,0,1,0,2026-02-02,2,0,1,1,0,324556,"2026-01-30 06:10:18",324556,"2026-02-01 18:04:41",NULL,NULL,0,1,"Swastik Residency"
6692,17903,2026-02-02,MAINTENANCE_CHARGES,2,1,13,0,1,0,2026-02-02,2,0,1,1,0,389322,"2026-01-30 06:24:34",NULL,NULL,NULL,NULL,0,1,"THE AAVKAR HEIGHT CO OP Hou & Comm Ser Soc Ltd"
6694,19043,2026-02-02,MAINTENANCE_CHARGES,2,1,23,0,0,0,2026-02-02,2,0,1,0,0,340909,"2026-01-30 06:44:33",NULL,NULL,NULL,NULL,0,0,"Divya Shivangan 7A Wing CHS LTD"
6695,20274,2026-02-02,MAINTENENACE_CHARHES,2,1,8,0,0,0,2026-02-02,2,0,1,0,0,339615,"2026-01-30 06:46:18",NULL,NULL,NULL,NULL,0,0,"REGAL SQUARE PHASE 3 CHS LTD"
6714,23314,2026-02-02,MAINTENANCE_CHARGES_25_26,2,1,24,0,1,0,2026-02-02,2,0,1,1,0,443472,"2026-01-30 13:05:06",443472,"2026-01-30 18:35:34",NULL,NULL,0,1,"Sahaj Solarium 1"
6718,18269,2026-02-02,MAINTENANCE_CHARGE,2,1,13,0,1,0,2026-02-02,2,0,1,1,0,439650,"2026-01-30 15:20:07",439650,"2026-01-30 20:50:41",NULL,NULL,0,1,"Ganesh Galaxy Dattanagar"
6719,13561,2026-02-02,MAINTENANCE_CHARGES,2,1,23,0,0,0,2026-02-02,2,0,1,0,0,403526,"2026-01-30 17:07:03",NULL,NULL,NULL,NULL,0,0,"Shraddha Autumn park"
6749,11207,2026-02-02,MAINTENANCE_BILL,2,1,18,0,0,0,2026-02-02,2,0,1,0,0,399266,"2026-01-31 17:19:18",NULL,NULL,NULL,NULL,0,0,"Shubhsanket CHSL"
